coord,interval,distance,elevation
"(48.417371, 10.669241)",78.305682,68771.34257700003,531
"(48.417072, 10.668598)",57.957879,68829.30045600003,519
"(48.41672, 10.667901)",64.655437,68893.95589300002,519
"(48.416169, 10.666785)",102.680648,68996.63654100001,528
"(48.415734, 10.665868)",83.20848,69079.84502100002,523
"(48.4153, 10.665005)",79.932053,69159.77707400001,523
"(48.415071, 10.664468)",47.120795,69206.89786900001,539
"(48.414774, 10.663727)",63.904404,69270.80227300001,539
"(48.414591, 10.663256)",40.290893,69311.093166,539
"(48.41452, 10.663052)",17.005171,69328.098337,545
"(48.414271, 10.662375)",57.140142,69385.238479,541
"(48.413935, 10.661357)",83.933659,69469.17213800001,541
"(48.413574, 10.660108)",100.571857,69569.74399500001,544
"(48.413376, 10.659351)",60.069312,69629.81330700002,544
"(48.413182, 10.658498)",66.568468,69696.38177500002,544
"(48.412996, 10.657612)",68.604416,69764.98619100002,545
"(48.412862, 10.65693)",52.509831,69817.49602200002,545
"(48.412724, 10.65608)",64.603275,69882.09929700002,544
"(48.412499, 10.654595)",112.454236,69994.55353300003,544
"(48.412049, 10.651548)",230.455581,70225.00911400003,539
"(48.411881, 10.650287)",94.954724,70319.96383800003,539
"(48.411818, 10.649865)",31.934057,70351.89789500003,538
"(48.411641, 10.648682)",89.531057,70441.42895200003,538
"(48.411181, 10.645647)",229.839619,70671.26857100004,530
"(48.410849, 10.643382)",171.253747,70842.52231800003,530
"(48.410735, 10.642598)",59.255563,70901.77788100003,530
"(48.410567, 10.641478)",84.775274,70986.55315500003,535
"(48.410355, 10.640028)",109.620878,71096.17403300003,544
"(48.410122, 10.638422)",121.371975,71217.54600800003,539
"(48.409986, 10.63743)",74.786599,71292.33260700003,538
"(48.409831, 10.636153)",95.846297,71388.17890400003,538
"(48.409708, 10.63463)",113.275131,71501.45403500003,534
"(48.409664, 10.633792)",62.064463,71563.51849800003,534
"(48.409636, 10.632433)",100.386072,71663.90457000003,535
"(48.409641, 10.631318)",82.324629,71746.22919900002,535
"(48.409678, 10.630062)",92.824306,71839.05350500002,530
"(48.409753, 10.62896)",81.789336,71920.84284100002,534
"(48.409861, 10.627747)",90.360021,72011.20286200002,534
"(48.41004, 10.626227)",113.976424,72125.17928600001,533
"(48.41034, 10.623867)",177.408043,72302.58732900002,530
"(48.410419, 10.622995)",64.977485,72367.56481400001,527
"(48.41052, 10.621458)",114.032724,72481.59753800002,526
"(48.410546, 10.620114)",99.270678,72580.86821600002,531
"(48.410543, 10.619116)",73.683842,72654.55205800002,531
"(48.410518, 10.618267)",62.743968,72717.29602600001,532
"(48.410466, 10.617196)",79.284057,72796.58008300001,532
"(48.410398, 10.616352)",62.770621,72859.35070400001,523
"(48.410338, 10.615568)",58.266946,72917.61765000001,523
"(48.410202, 10.614322)",93.228983,73010.84663300001,510
"(48.410071, 10.612923)",104.312689,73115.159322,510
"(48.41, 10.612077)",62.958676,73178.117998,498
"(48.409954, 10.611474)",44.813469,73222.931467,498
"(48.409916, 10.61056)",67.614345,73290.545812,498
"(48.409898, 10.609925)",46.925841,73337.471653,487
"(48.409894, 10.607974)",144.046313,73481.517966,471
"(48.409958, 10.605065)",214.894191,73696.412157,465
"(48.409974, 10.603815)",92.306641,73788.718798,463
"(48.41001, 10.601268)",188.091583,73976.810381,467
"(48.410037, 10.598113)",232.957753,74209.768134,465
"(48.410138, 10.597786)",26.628514,74236.396648,457
"(48.410203, 10.597614)",14.612763,74251.00941099999,457
"(48.410274, 10.597485)",12.372328,74263.38173899999,457
"(48.410372, 10.597368)",13.908018,74277.28975699999,457
"(48.410458, 10.597301)",10.768827,74288.058584,463
"(48.410577, 10.597246)",13.844821,74301.903405,463
"(48.410688, 10.597239)",12.356932,74314.260337,463
"(48.410809, 10.59726)",13.547395,74327.807732,463
"(48.410886, 10.597295)",8.945767,74336.753499,463
"(48.411106, 10.597504)",28.928713,74365.682212,463
"(48.411179, 10.597663)",14.273387,74379.955599,463
"(48.411231, 10.597861)",15.720897,74395.676496,463
"(48.411257, 10.598097)",17.662174,74413.33867,468
"(48.411279, 10.598534)",32.356238,74445.69490799999,468
"(48.411248, 10.59886)",24.314208,74470.00911599999,468
"(48.411258, 10.599126)",19.670177,74489.679293,468
"(48.410589, 10.599258)",75.045875,74564.72516799999,468
"(48.410144, 10.599334)",49.812747,74614.537915,465
"(48.40968, 10.599428)",52.073556,74666.611471,465
"(48.408858, 10.5996)",92.305755,74758.91722599999,465
"(48.408577, 10.599577)",31.30069,74790.217916,465
"(48.408517, 10.599557)",6.834999,74797.052915,465
"(48.408492, 10.599499)",5.10594,74802.15885499999,465
"(48.408467, 10.599458)",4.110462,74806.26931699998,465
"(48.408407, 10.599395)",8.134702,74814.40401899998,465
"(48.408353, 10.59937)",6.283457,74820.68747599998,465
"(48.408295, 10.599368)",6.452815,74827.14029099997,445
"(48.408239, 10.599388)",6.401324,74833.54161499998,445
"(48.408193, 10.599425)",5.800062,74839.34167699997,445
"(48.408155, 10.599476)",5.660694,74845.00237099998,445
"(48.408125, 10.599539)",5.724609,74850.72697999998,445
"(48.408103, 10.59964)",7.848469,74858.57544899998,445
"(48.408102, 10.599745)",7.753399,74866.32884799998,445
"(48.408114, 10.599817)",5.481063,74871.80991099997,445
"(48.408096, 10.599916)",7.578817,74879.38872799998,445
"(48.407949, 10.600219)",27.709742,74907.09846999998,453
"(48.407811, 10.600403)",20.497964,74927.59643399998,453
"(48.407625, 10.600553)",23.466099,74951.06253299997,453
"(48.407362, 10.600663)",30.359093,74981.42162599998,453
"(48.406678, 10.600905)",78.148945,75059.57057099997,453
"(48.406387, 10.601005)",33.198367,75092.76893799998,453
"(48.406231, 10.600996)",17.364023,75110.13296099998,447
"(48.406135, 10.600977)",10.769492,75120.90245299999,447
"(48.406091, 10.600925)",6.220356,75127.122809,447
"(48.406039, 10.600896)",6.167418,75133.29022699999,447
"(48.405983, 10.600895)",6.22911,75139.51933699999,447
"(48.40593, 10.600921)",6.199716,75145.719053,447
"(48.405885, 10.600972)",6.263581,75151.982634,447
"(48.405854, 10.601041)",6.151885,75158.134519,447
"(48.405706, 10.60089)",19.881947,75178.016466,447
"(48.405624, 10.600713)",15.937097,75193.953563,447
"(48.405558, 10.600497)",17.557328,75211.510891,447
"(48.405515, 10.600426)",7.096359,75218.60725,447
"(48.405375, 10.600252)",20.187725,75238.794975,447
"(48.40525, 10.600106)",17.593135,75256.38811,447
"(48.405062, 10.599909)",25.472392,75281.860502,447
"(48.404726, 10.599557)",45.521614,75327.382116,447
"(48.404204, 10.598901)",75.612777,75402.994893,447
"(48.4037, 10.598275)",72.657879,75475.652772,451
"(48.403626, 10.598182)",10.719303,75486.372075,451
"(48.403304, 10.597777)",46.658875,75533.03095,453
"(48.403257, 10.597718)",6.805032,75539.835982,453
"(48.403214, 10.597665)",6.179864,75546.01584600001,453
"(48.403011, 10.597433)",28.342331,75574.35817700002,453
"(48.402969, 10.597385)",5.863936,75580.22211300001,453
"(48.402731, 10.597113)",33.229003,75613.45111600001,453
"(48.402538, 10.596922)",25.68535,75639.13646600001,453
"(48.402339, 10.596768)",24.884374,75664.02084000001,453
"(48.402104, 10.596682)",26.898571,75690.91941100001,453
"(48.401909, 10.59666)",21.749884,75712.66929500001,460
"(48.401644, 10.596674)",29.493094,75742.16238900002,460
"(48.401517, 10.596684)",14.145028,75756.30741700002,460
"(48.40148, 10.596688)",4.12596,75760.43337700002,460
"(48.401292, 10.596704)",20.943897,75781.37727400003,460
"(48.40112, 10.59671)",19.136054,75800.51332800003,460
"(48.401056, 10.596713)",7.12193,75807.63525800002,460
"(48.400961, 10.596717)",10.570626,75818.20588400002,460
"(48.400905, 10.596719)",6.230424,75824.43630800002,460
"(48.400661, 10.596701)",27.171748,75851.60805600001,460
"(48.400471, 10.596678)",21.201138,75872.80919400002,460
"(48.400416, 10.596663)",6.216921,75879.02611500002,460
"(48.400267, 10.596617)",16.917267,75895.94338200001,460
"(48.400146, 10.596566)",13.9754,75909.91878200001,460
"(48.40002, 10.596535)",14.200252,75924.119034,460
"(48.399893, 10.596511)",14.236489,75938.355523,473
"(48.399867, 10.596511)",2.891884,75941.247407,473
"(48.399733, 10.596508)",14.905971,75956.153378,473
"(48.399688, 10.596181)",24.661062,75980.81444,473
"(48.399687, 10.595935)",18.166582,75998.981022,473
"(48.399736, 10.595665)",20.670007,76019.651029,459
