coord,interval,distance,elevation
"(48.309751, 11.204342)",210.288942,50668.686421,507
"(48.308985, 11.205469)",119.205419,50787.89184,507
"(48.308149, 11.206673)",128.762462,50916.654301999995,516
"(48.307631, 11.207422)",79.93665,50996.590952,516
"(48.306882, 11.208521)",116.407713,51112.998665,513
"(48.306298, 11.209378)",90.769714,51203.768379,513
"(48.305036, 11.211221)",195.68984,51399.458219,505
"(48.303515, 11.213435)",235.481508,51634.939727,501
"(48.301815, 11.21598)",266.850133,51901.78986,503
"(48.300811, 11.217612)",164.472229,52066.262088999996,507
"(48.299885, 11.219203)",156.415664,52222.677752999996,502
"(48.299319, 11.220272)",101.091891,52323.76964399999,502
"(48.29879, 11.22133)",97.930516,52421.70015999999,499
"(48.297738, 11.223567)",202.705367,52624.405526999995,497
"(48.296884, 11.225585)",176.973494,52801.37902099999,495
"(48.296237, 11.227311)",146.596154,52947.97517499999,494
"(48.295755, 11.228684)",114.874945,53062.850119999996,491
"(48.295372, 11.229848)",96.091881,53158.942000999996,492
"(48.295226, 11.23029)",36.516567,53195.458567999995,492
"(48.295171, 11.23047)",14.657295,53210.11586299999,492
"(48.294952, 11.231187)",58.381153,53268.497015999994,492
"(48.29471, 11.231978)",64.425243,53332.92225899999,496
"(48.294146, 11.233833)",150.923479,53483.84573799999,497
"(48.29355, 11.235806)",160.346749,53644.192486999986,497
"(48.291959, 11.24118)",435.279568,54079.472054999984,501
"(48.290696, 11.245443)",345.341093,54424.81314799999,510
"(48.28967, 11.248861)",277.500969,54702.31411699999,505
"(48.288927, 11.251115)",186.159722,54888.473838999984,506
"(48.288122, 11.253337)",187.240834,55075.71467299998,496
"(48.287403, 11.255213)",160.225421,55235.94009399998,496
"(48.28718, 11.255766)",47.856591,55283.79668499999,496
"(48.287056, 11.256082)",27.151003,55310.947687999986,496
"(48.286467, 11.257466)",121.588719,55432.536406999985,498
"(48.285975, 11.258597)",100.007137,55532.543543999986,501
"(48.284875, 11.261031)",217.765382,55750.30892599998,502
"(48.28394, 11.263018)",180.120724,55930.429649999984,501
"(48.283182, 11.264638)",146.578012,56077.00766199998,507
"(48.282786, 11.265483)",76.4963,56153.50396199998,507
"(48.280965, 11.26936)",351.244685,56504.74864699998,531
"(48.279757, 11.271941)",233.561522,56738.31016899998,532
"(48.278761, 11.274078)",193.117721,56931.427889999984,527
"(48.277656, 11.276407)",211.723916,57143.15180599999,537
"(48.277056, 11.277656)",114.025237,57257.17704299999,541
"(48.276294, 11.279309)",148.849129,57406.02617199999,523
"(48.275664, 11.280611)",119.162102,57525.18827399999,523
"(48.275113, 11.281617)",96.446132,57621.63440599999,521
"(48.274466, 11.28265)",105.007044,57726.64144999999,518
"(48.273841, 11.283575)",97.578459,57824.219908999985,518
"(48.273161, 11.284492)",101.631029,57925.85093799998,518
"(48.272316, 11.285496)",119.824348,58045.67528599998,520
"(48.270868, 11.287006)",196.050134,58241.72541999998,520
"(48.270607, 11.287277)",35.288411,58277.01383099998,518
"(48.268844, 11.289127)",239.189031,58516.202861999984,515
"(48.26203, 11.296267)",924.057109,59440.259970999985,505
"(48.259972, 11.298407)",278.400954,59718.66092499998,503
"(48.258849, 11.299596)",152.819428,59871.480352999984,503
"(48.2585, 11.299979)",48.075064,59919.55541699998,503
"(48.2582, 11.300329)",42.251146,59961.806562999984,508
"(48.257984, 11.300587)",30.695442,59992.50200499998,508
"(48.257712, 11.300929)",39.454735,60031.95673999998,508
"(48.257099, 11.301761)",91.895484,60123.85222399998,508
"(48.256636, 11.302437)",71.819555,60195.67177899998,517
"(48.256325, 11.302932)",50.401245,60246.07302399998,517
"(48.255824, 11.3037)",79.623263,60325.696286999984,505
"(48.255221, 11.304774)",104.039582,60429.73586899998,507
"(48.254993, 11.305241)",42.885636,60472.62150499998,507
"(48.254673, 11.305885)",59.509555,60532.13105999998,507
"(48.254439, 11.306365)",44.056959,60576.18801899998,510
"(48.247297, 11.320993)",1343.412109,61919.60012799998,496
"(48.23986, 11.336239)",1399.855359,63319.45548699998,497
"(48.237567, 11.340804)",423.566437,63743.02192399998,496
"(48.236488, 11.342845)",193.042028,63936.06395199998,497
"(48.235537, 11.344566)",165.663536,64101.72748799998,495
"(48.234913, 11.345658)",106.592763,64208.32025099998,506
"(48.234213, 11.346868)",118.734871,64327.05512199998,496
"(48.234024, 11.347194)",32.019438,64359.07455999999,496
"(48.233174, 11.348635)",142.604043,64501.678602999986,498
"(48.230548, 11.353093)",440.912649,64942.591251999984,497
"(48.230239, 11.353615)",51.740272,64994.33152399999,497
"(48.229433, 11.354989)",135.64946,65129.98098399999,495
"(48.227738, 11.357867)",284.633262,65414.61424599999,495
"(48.225118, 11.362308)",439.553315,65854.167561,498
"(48.219969, 11.37104)",864.112171,66718.279732,498
"(48.21646, 11.376995)",589.147071,67307.426803,495
"(48.215351, 11.378872)",185.921469,67493.34827199999,497
"(48.213377, 11.38224)",332.440923,67825.78919499999,499
"(48.212605, 11.383535)",128.785001,67954.57419599999,501
"(48.211539, 11.385339)",178.7078,68133.28199599999,501
"(48.211216, 11.385869)",53.234046,68186.51604199999,502
"(48.211127, 11.386076)",18.259088,68204.77513,502
"(48.209827, 11.388275)",217.88469,68422.65982,500
"(48.209015, 11.389633)",135.236781,68557.896601,503
"(48.208484, 11.390561)",90.663059,68648.55966,503
"(48.206443, 11.393995)",341.069456,68989.629116,501
"(48.20529, 11.395911)",191.359641,69180.988757,503
"(48.204614, 11.396989)",109.72293,69290.711687,503
"(48.201321, 11.402007)",522.044914,69812.756601,503
"(48.20118, 11.402229)",22.7335,69835.490101,500
"(48.198741, 11.405922)",385.423353,70220.91345400001,502
"(48.197138, 11.408301)",250.794829,70471.70828300001,503
"(48.195852, 11.410247)",203.164587,70674.87287000002,503
"(48.19376, 11.41342)",330.890388,71005.76325800002,503
"(48.192559, 11.415249)",190.355394,71196.11865200002,509
"(48.188934, 11.42076)",574.06502,71770.18367200001,505
"(48.187802, 11.422484)",179.431811,71949.61548300002,508
"(48.18701, 11.423666)",124.268364,72073.88384700002,507
"(48.185331, 11.426211)",265.505207,72339.38905400001,511
"(48.184928, 11.426815)",63.367593,72402.75664700002,511
"(48.184054, 11.428146)",138.537974,72541.29462100002,509
"(48.182692, 11.430202)",214.935549,72756.23017000002,510
"(48.181399, 11.432172)",205.00693,72961.23710000003,510
"(48.180617, 11.433354)",123.490163,73084.72726300002,512
"(48.180187, 11.434003)",67.854267,73152.58153000002,512
"(48.179208, 11.435478)",154.350783,73306.93231300003,512
"(48.177714, 11.437743)",236.290708,73543.22302100003,513
"(48.177296, 11.438372)",65.863256,73609.08627700002,513
"(48.174705, 11.442268)",408.111476,74017.19775300003,516
"(48.173369, 11.444281)",210.654504,74227.85225700004,516
"(48.173061, 11.444743)",48.455489,74276.30774600003,516
"(48.172053, 11.446127)",152.016157,74428.32390300004,518
"(48.171749, 11.446548)",46.027326,74474.35122900004,518
"(48.17049, 11.448434)",197.942618,74672.29384700004,516
"(48.169648, 11.449705)",132.890409,74805.18425600004,516
"(48.169404, 11.450074)",38.545909,74843.73016500003,515
"(48.168566, 11.451333)",131.947099,74975.67726400003,517
"(48.168408, 11.451568)",24.753475,75000.43073900003,517
"(48.16816, 11.451948)",39.43994,75039.87067900003,517
"(48.168064, 11.452091)",15.051387,75054.92206600003,518
"(48.167962, 11.452242)",15.943175,75070.86524100002,518
"(48.167308, 11.453239)",103.73771,75174.60295100002,518
"(48.167133, 11.453479)",26.379034,75200.98198500002,518
"(48.167003, 11.453618)",17.759567,75218.74155200002,518
"(48.166841, 11.453732)",19.904577,75238.64612900002,518
"(48.166594, 11.453849)",28.811359,75267.45748800001,521
"(48.166481, 11.453903)",13.191538,75280.64902600001,521
"(48.166371, 11.453976)",13.379832,75294.02885800002,521
"(48.166276, 11.454086)",13.350715,75307.37957300001,521
"(48.166182, 11.454276)",17.549499,75324.92907200001,519
"(48.166132, 11.454501)",17.593688,75342.52276,519
"(48.166113, 11.454735)",17.487442,75360.010202,519
"(48.166103, 11.454858)",9.192292,75369.20249400001,519
"(48.16609, 11.455013)",11.58923,75380.79172400001,519
"(48.166057, 11.455175)",12.565987,75393.357711,519
"(48.166012, 11.455313)",11.395574,75404.753285,519
"(48.165915, 11.455479)",16.372364,75421.125649,519
"(48.165698, 11.455813)",34.590423,75455.716072,519
"(48.165676, 11.455846)",3.461361,75459.17743299999,519
"(48.165274, 11.456437)",62.622153,75521.799586,516
"(48.165197, 11.456559)",12.460535,75534.260121,516
"(48.16514, 11.456548)",6.392203,75540.652324,516
"(48.165062, 11.456539)",8.701306,75549.35363,516
"(48.164808, 11.456521)",28.283022,75577.636652,516
"(48.164787, 11.456513)",2.409974,75580.046626,516
"(48.164721, 11.45649)",7.53663,75587.583256,516
"(48.164461, 11.456413)",29.477633,75617.060889,519
"(48.164357, 11.456375)",11.906104,75628.966993,519
"(48.164212, 11.456306)",16.920696,75645.887689,519
"(48.164164, 11.45628)",5.676622,75651.564311,519
"(48.164111, 11.456247)",6.383152,75657.94746299999,519
"(48.163788, 11.456058)",38.565375,75696.512838,519
"(48.163818, 11.45589)",12.902573,75709.415411,519
"(48.163859, 11.455699)",14.885692,75724.30110299999,519
"(48.163906, 11.455538)",13.038192,75737.339295,519
"(48.163971, 11.455358)",15.185331,75752.524626,519
"(48.16411, 11.455004)",30.475345,75782.999971,519
"(48.164171, 11.454868)",12.158637,75795.158608,519
"(48.164298, 11.454581)",25.551518,75820.71012599999,519
"(48.164375, 11.454415)",15.000394,75835.71052,519
